,ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,orientation_z_shift,sf_unc,time_in_rad,computed_angle_on_plane,angle_plane_shift
0,-0.27773,-0.07901,9.91678,-0.30342,-0.20425,9.79983,0.03048,0.09651,-0.63961,0.10263,0.06597,-0.80817,-18.12,-4.38,-33.42,103.813,1.193,1.773,26,2021-02-11 21:49:46:533,3.8130000000000024,0.7704649146768334,0.004084070449666731,-0.2371724204458138,69.52929766091565
1,-0.27773,-0.07901,9.91678,-0.32377,-0.15703,9.80005,0.02929,0.03732,0.2556,0.10263,0.06597,-0.80817,-17.52,-5.22,-33.84,106.148,0.917,1.892,74,2021-02-11 21:49:46:581,6.147999999999996,0.7872256765925628,0.011623892818282236,-0.28957059740634256,66.52710326689771
2,-0.26815,-0.39983,9.90242,-0.32377,-0.15703,9.80005,0.02929,0.03732,0.2556,0.10263,0.06597,-0.80817,-17.52,-5.22,-33.84,106.148,0.917,1.892,123,2021-02-11 21:49:46:630,6.147999999999996,0.8137689962389176,0.019320794819577228,-0.28957059740634256,66.52710326689771
3,-0.26815,-0.39983,9.90242,-0.35759,-0.11454,9.79946,0.06071,-0.03629,0.11972,0.0733,0.04704,-1.0006,-17.52,-5.22,-33.84,106.148,0.917,1.892,174,2021-02-11 21:49:46:681,6.147999999999996,0.8137689962389176,0.027331856086231197,-0.28957059740634256,66.52710326689771
4,-0.27294,-0.41659,10.01016,-0.35759,-0.11454,9.79946,0.06071,-0.03629,0.11972,0.0733,0.04704,-1.0006,-16.02,-7.98,-33.66,115.963,0.669,2.09,224,2021-02-11 21:49:46:731,15.962999999999994,0.8745132655207126,0.035185837720205684,-0.46214835974930624,56.63912584683415
5,-0.27294,-0.41659,10.01016,-0.34912,-0.13479,9.79951,0.07378,-0.09506,0.08376,0.04459,0.00611,-1.19852,-16.02,-7.98,-33.66,115.963,0.669,2.09,274,2021-02-11 21:49:46:781,15.962999999999994,0.8745132655207126,0.043039819354180164,-0.46214835974930624,56.63912584683415
6,-0.25379,-0.34955,9.86172,-0.34912,-0.13479,9.79951,0.07378,-0.09506,0.08376,0.04459,0.00611,-1.19852,-14.34,-10.14,-33.66,124.529,0.788,2.04,323,2021-02-11 21:49:46:830,24.528999999999996,1.0061464540294514,0.050736721355475155,-0.6154838350081807,47.85365026486799
7,-0.25379,-0.34955,9.86172,-0.32377,-0.16804,9.79986,0.03408,-0.18391,0.06664,0.01955,-0.05131,-1.38789,-14.34,-10.14,-33.66,124.529,0.788,2.04,373,2021-02-11 21:49:46:880,24.528999999999996,1.0061464540294514,0.05859070298944964,-0.6154838350081807,47.85365026486799
8,-0.25857,-0.29688,9.9096,-0.32377,-0.16804,9.79986,0.03408,-0.18391,0.06664,0.01955,-0.05131,-1.38789,-14.34,-10.14,-33.66,124.529,0.788,2.04,424,2021-02-11 21:49:46:931,24.528999999999996,0.9884599657223954,0.06660176425610362,-0.6154838350081807,47.85365026486799
9,-0.25857,-0.29688,9.9096,-0.26186,-0.20763,9.80096,0.00329,-0.20656,0.12062,0.01955,-0.05131,-1.38789,-12.42,-13.08,-33.18,136.75,1.213,1.53,473,2021-02-11 21:49:46:980,36.75,1.0862625845335627,0.07429866625739862,-0.8112747391639377,36.6356577896927
10,-0.26336,-0.30646,9.89284,-0.26186,-0.20763,9.80096,0.00329,-0.20656,0.12062,0.01649,-0.10018,-1.55465,-12.42,-13.08,-33.18,136.75,1.213,1.53,524,2021-02-11 21:49:47:031,36.75,1.067538484659511,0.08230972752405258,-0.8112747391639377,36.6356577896927
11,-0.26336,-0.30646,9.89284,-0.16887,-0.24387,9.80216,-0.08971,-0.223,0.16729,0.01649,-0.10018,-1.55465,-10.14,-14.94,-32.88,146.245,1.425,0.987,574,2021-02-11 21:49:47:081,46.245000000000005,1.1422225254256968,0.09016370915802706,-0.9744989826105672,27.283597525984938
12,-0.26336,-0.34237,9.94791,-0.09574,-0.26791,9.80252,-0.17002,-0.08643,0.11905,0.04032,-0.12645,-1.72142,-10.14,-14.94,-32.88,146.245,1.425,0.987,624,2021-02-11 21:49:47:131,46.245000000000005,1.1422225254256968,0.09801769079200154,-0.9744989826105672,27.283597525984938
13,-0.26336,-0.34237,9.94791,-0.09574,-0.26791,9.80252,-0.17002,-0.08643,0.11905,0.04032,-0.12645,-1.72142,-6.42,-16.62,-32.46,160.541,1.565,0.56,673,2021-02-11 21:49:47:180,60.541,1.254770133118296,0.10571459279329654,-1.2021718170117164,14.238905005018196
14,-0.25618,-0.37589,9.94791,-0.05807,-0.28721,9.80227,-0.17002,-0.08643,0.11905,0.04032,-0.12645,-1.72142,-6.42,-16.62,-32.46,160.541,1.565,0.56,724,2021-02-11 21:49:47:231,60.541,1.287996192147753,0.11372565405995051,-1.2021718170117164,14.238905005018196
15,-0.25618,-0.37589,9.94791,-0.05807,-0.28721,9.80227,-0.20996,-0.15487,0.12156,0.0788,-0.10324,-1.89368,-6.42,-16.62,-32.46,160.541,1.565,0.56,773,2021-02-11 21:49:47:280,60.541,1.287996192147753,0.1214225560612455,-1.2021718170117164,14.238905005018196
16,-0.26815,-0.43335,9.91918,-0.02111,-0.29133,9.8023,-0.20996,-0.15487,0.12156,0.0788,-0.10324,-1.89368,-2.7,-17.16,-32.22,169.913,1.678,0.339,823,2021-02-11 21:49:47:330,69.91300000000001,1.3062009330046387,0.12927653769522,-1.4147331461155934,2.0600379596747302
17,-0.26815,-0.43335,9.91918,-0.02111,-0.29133,9.8023,-0.20627,-0.1367,0.09569,0.08796,-0.05315,-2.01097,-2.7,-17.16,-32.22,169.913,1.678,0.339,873,2021-02-11 21:49:47:380,69.91300000000001,1.3062009330046387,0.13713051932919448,-1.4147331461155934,2.0600379596747302
18,-0.24421,-0.50039,9.90002,-0.05631,-0.32036,9.80125,-0.20627,-0.1367,0.09569,0.08796,-0.05315,-2.01097,2.1,-17.4,-32.4,185.75,1.872,0.329,924,2021-02-11 21:49:47:431,85.75,1.5596375303904206,0.14514158059584845,-1.4506875912279835,0.0
19,-0.24421,-0.50039,9.90002,-0.05631,-0.32036,9.80125,-0.19194,-0.13077,0.07477,0.08796,-0.05315,-2.01097,2.1,-17.4,-32.4,185.75,1.872,0.329,973,2021-02-11 21:49:47:480,85.75,1.5596375303904206,0.15283848259714344,-1.4506875912279835,0.0
20,-0.24181,-0.54109,9.85214,-0.06775,-0.33659,9.80064,-0.19194,-0.13077,0.07477,0.0617,0.0055,-2.11359,2.1,-17.4,-32.4,185.75,1.872,0.329,1024,2021-02-11 21:49:47:531,85.75,1.5743677051717155,0.1608495438637974,-1.4506875912279835,0.0
21,-0.24181,-0.54109,9.85214,-0.06775,-0.33659,9.80064,-0.1857,-0.11553,0.09743,0.0617,0.0055,-2.11359,6.3,-16.02,-32.58,198.626,1.967,0.396,1073,2021-02-11 21:49:47:580,98.626,1.683058422508576,0.1685464458650924,-1.1961151265121204,14.585927808462031
22,-0.25618,-0.5363,9.85453,-0.10975,-0.37713,9.79878,-0.1857,-0.11553,0.09743,0.00916,0.04276,-2.18995,6.3,-16.02,-32.58,198.626,1.967,0.396,1124,2021-02-11 21:49:47:631,98.626,1.5932353765452203,0.17655750713174637,-1.1961151265121204,14.585927808462031
23,-0.25618,-0.5363,9.85453,-0.10975,-0.37713,9.79878,-0.17652,-0.12487,0.06575,0.00916,0.04276,-2.18995,9.9,-14.1,-32.52,212.249,2.204,0.642,1173,2021-02-11 21:49:47:680,112.249,1.7026750389532657,0.18425440913304136,-0.9586438298498131,28.19203086271135
24,-0.27294,-0.54109,9.83538,-0.1164,-0.42892,9.79657,-0.17652,-0.12487,0.06575,0.00916,0.04276,-2.18995,9.9,-14.1,-32.52,212.249,2.204,0.642,1223,2021-02-11 21:49:47:730,112.249,1.603822819202908,0.19210839076701583,-0.9586438298498131,28.19203086271135
25,-0.27294,-0.54109,9.83538,-0.1164,-0.42892,9.79657,-0.14828,-0.07245,0.07321,-0.04032,0.04093,-2.2376,14.52,-11.16,-32.88,229.579,2.507,0.681,1273,2021-02-11 21:49:47:780,129.579,1.733647413511085,0.19996237240099032,-0.6552961056874833,45.57257518211151
26,-0.26576,-0.53391,9.87369,-0.13203,-0.50526,9.79274,-0.14828,-0.07245,0.07321,-0.04032,0.04093,-2.2376,14.52,-11.16,-32.88,229.579,2.507,0.681,1323,2021-02-11 21:49:47:830,129.579,1.7777839191268412,0.2078163540349648,-0.6552961056874833,45.57257518211151
27,-0.26576,-0.53391,9.87369,-0.13203,-0.50526,9.79274,-0.1606,-0.02686,0.1081,-0.05559,0.01344,-2.25043,14.52,-11.16,-32.88,229.579,2.507,0.681,1373,2021-02-11 21:49:47:880,129.579,1.7777839191268412,0.21567033566893928,-0.6552961056874833,45.57257518211151
28,-0.27773,-0.52433,9.88326,-0.12253,-0.56488,9.7896,-0.1606,-0.02686,0.1081,-0.05559,0.01344,-2.25043,17.94,-7.44,-33.12,243.627,2.953,0.772,1423,2021-02-11 21:49:47:930,143.627,1.8090795344245363,0.22352431730291378,-0.3931276231353247,60.59372275369936
29,-0.32322,-0.5363,9.912,-0.12253,-0.56488,9.7896,-0.17023,0.00258,0.09615,-0.02993,-0.01527,-2.22233,17.94,-7.44,-33.12,243.627,2.953,0.772,1473,2021-02-11 21:49:47:980,143.627,1.5707792816556474,0.23137829893688827,-0.3931276231353247,60.59372275369936
30,-0.32322,-0.5363,9.912,-0.15717,-0.57194,9.7887,-0.17023,0.00258,0.09615,-0.02993,-0.01527,-2.22233,19.5,-1.56,-33.36,258.56,3.343,0.92,1524,2021-02-11 21:49:48:031,158.56,1.6661157379529867,0.2393893602035422,-0.0798299857122373,78.54435510946219
31,-0.33998,-0.55785,9.92876,-0.15717,-0.57194,9.7887,-0.14762,0.00888,0.14252,-0.02993,-0.01527,-2.22233,19.5,-1.56,-33.36,258.56,3.343,0.92,1573,2021-02-11 21:49:48:080,158.56,1.5905322031659643,0.24708626220483726,-0.0798299857122373,78.54435510946219
32,-0.33998,-0.55785,9.92876,-0.14248,-0.57561,9.78871,-0.14762,0.00888,0.14252,0.02505,-0.01894,-2.1478,19.5,-1.56,-33.36,258.56,3.343,0.92,1623,2021-02-11 21:49:48:130,158.56,1.5905322031659643,0.2549402438388117,-0.0798299857122373,78.54435510946219
33,-0.33519,-0.54588,9.91918,-0.14248,-0.57561,9.78871,-0.22326,0.01886,0.13693,0.02505,-0.01894,-2.1478,19.62,4.26,-33.3,275.965,3.365,0.834,1673,2021-02-11 21:49:48:180,175.96499999999997,1.7200563443431691,0.2627942254727862,0.21380674756115375,95.36850063603616
34,-0.33519,-0.54588,9.91918,-0.11222,-0.55292,9.79041,-0.22326,0.01886,0.13693,0.07391,0.00855,-2.03785,19.62,4.26,-33.3,275.965,3.365,0.834,1724,2021-02-11 21:49:48:231,175.96499999999997,1.7200563443431691,0.27080528673944015,0.21380674756115375,95.36850063603616
35,-0.35434,-0.55067,9.90002,-0.11222,-0.55292,9.79041,-0.24979,0.00568,0.11633,0.07391,0.00855,-2.03785,17.46,8.88,-34.32,293.022,3.232,0.657,1773,2021-02-11 21:49:48:280,193.022,1.7314220067202084,0.2785021887407352,0.47049681696474116,110.0757582557819
36,-0.35434,-0.55067,9.90002,-0.12681,-0.50595,9.79277,-0.24979,0.00568,0.11633,0.07391,0.00855,-2.03785,17.46,8.88,-34.32,293.022,3.232,0.657,1823,2021-02-11 21:49:48:330,193.022,1.7314220067202084,0.2863561703747097,0.47049681696474116,110.0757582557819
37,-0.38307,-0.50278,9.90002,-0.12681,-0.50595,9.79277,-0.23669,-0.01985,0.09264,0.10324,0.05498,-1.87658,17.46,8.88,-34.32,293.022,3.232,0.657,1873,2021-02-11 21:49:48:380,193.022,1.6133514126669495,0.29421015200868417,0.47049681696474116,110.0757582557819
38,-0.38307,-0.50278,9.90002,-0.17966,-0.47205,9.79363,-0.23669,-0.01985,0.09264,0.10324,0.05498,-1.87658,16.38,13.62,-34.44,308.139,2.957,0.742,1924,2021-02-11 21:49:48:431,208.139,1.695989121735929,0.3022212132753381,0.693656415818204,122.8618614279178
39,-0.40462,-0.48602,9.87848,-0.17966,-0.47205,9.79363,-0.20373,-0.03633,0.0842,0.09835,0.09102,-1.68416,16.38,13.62,-34.44,308.139,2.957,0.742,1974,2021-02-11 21:49:48:481,208.139,1.6149387060518146,0.31007519490931257,0.693656415818204,122.8618614279178
40,-0.40462,-0.48602,9.87848,-0.23459,-0.44463,9.79376,-0.20373,-0.03633,0.0842,0.09835,0.09102,-1.68416,13.5,16.8,-33.18,319.518,2.599,1.372,2024,2021-02-11 21:49:48:531,219.51799999999997,1.6817203446848543,0.31792917654328706,0.8938814749524198,134.3339122690657
41,-0.43096,-0.46448,9.89284,-0.23459,-0.44463,9.79376,-0.16984,-0.03339,0.09915,0.06964,0.09529,-1.4899,13.5,16.8,-33.18,319.518,2.599,1.372,2074,2021-02-11 21:49:48:581,219.51799999999997,1.5914131991602456,0.32578315817726156,0.8938814749524198,134.3339122690657
42,-0.43096,-0.46448,9.89284,-0.29681,-0.41855,9.79322,-0.16984,-0.03339,0.09915,0.06964,0.09529,-1.4899,10.2,18.48,-33.48,331.493,2.446,1.736,2124,2021-02-11 21:49:48:631,231.493,1.6491141284023427,0.333637139811236,1.0664587209645287,144.22186010555046
43,-0.43574,-0.43814,9.89763,-0.29681,-0.41855,9.79322,-0.12427,-0.01916,0.10489,0.06964,0.09529,-1.4899,10.2,18.48,-33.48,331.493,2.446,1.736,2176,2021-02-11 21:49:48:683,231.493,1.633382548871804,0.34180528071056954,1.0664587209645287,144.22186010555046
44,-0.43574,-0.43814,9.89763,-0.32783,-0.42078,9.79213,-0.12427,-0.01916,0.10489,0.03665,0.06109,-1.26755,10.2,18.48,-33.48,331.493,2.446,1.736,2224,2021-02-11 21:49:48:731,231.493,1.633382548871804,0.349345103079185,1.0664587209645287,144.22186010555046
45,-0.44053,-0.41659,9.88087,-0.32783,-0.42078,9.79213,-0.10544,0.00596,0.08906,0.03665,0.06109,-1.26755,7.62,19.86,-34.2,339.673,2.459,1.917,2273,2021-02-11 21:49:48:780,239.673,1.6532461835450427,0.35704200508047995,1.2044325373519513,152.12717746786274
46,-0.45969,-0.40701,9.87848,-0.33878,-0.42741,9.79147,-0.10544,0.00596,0.08906,0.01588,0.00305,-1.03847,7.62,19.86,-34.2,339.673,2.459,1.917,2324,2021-02-11 21:49:48:831,239.673,1.5934598180693613,0.36505306634713397,1.2044325373519513,152.12717746786274
47,-0.45969,-0.40701,9.87848,-0.33878,-0.42741,9.79147,-0.12792,0.04253,0.087,0.01588,0.00305,-1.03847,5.28,21.24,-34.98,348.982,2.498,1.982,2374,2021-02-11 21:49:48:881,248.98200000000003,1.632073311088198,0.37290704798110846,1.3271474501182396,159.1582240526871
48,-0.47884,-0.38068,9.89284,-0.31305,-0.43799,9.79186,-0.12792,0.04253,0.087,0.01588,0.00305,-1.03847,5.28,21.24,-34.98,348.982,2.498,1.982,2423,2021-02-11 21:49:48:930,248.98200000000003,1.5757403085550348,0.38060394998240343,1.3271474501182396,159.1582240526871
49,-0.47884,-0.38068,9.89284,-0.31305,-0.43799,9.79186,-0.15415,0.06683,0.10565,0.01222,-0.05437,-0.82589,3.72,22.86,-35.04,352.34,2.56,1.831,2474,2021-02-11 21:49:48:981,252.33999999999997,1.5905096749756342,0.3886150112490574,1.40948068001212,163.87557063928682
50,-0.46448,-0.35913,9.90481,-0.28381,-0.43151,9.79304,-0.15415,0.06683,0.10565,0.01222,-0.05437,-0.82589,3.72,22.86,-35.04,352.34,2.56,1.831,2524,2021-02-11 21:49:49:031,252.33999999999997,1.632698184161946,0.3964689928830319,1.40948068001212,163.87557063928682
51,-0.46448,-0.35913,9.90481,-0.28381,-0.43151,9.79304,-0.1664,0.06259,0.10005,0.01955,-0.09835,-0.59437,3.72,22.86,-35.04,352.34,2.56,1.831,2574,2021-02-11 21:49:49:081,252.33999999999997,1.632698184161946,0.4043229745170064,1.40948068001212,163.87557063928682
52,-0.47645,-0.33519,9.90242,-0.28816,-0.41104,9.79379,-0.1664,0.06259,0.10005,0.01955,-0.09835,-0.59437,0.54,22.32,-34.68,0.083,2.402,1.685,2623,2021-02-11 21:49:49:130,260.08299999999997,0.0003768423699153428,0.4120198765183014,1.5466074971360548,171.73235851855054
53,-0.47645,-0.33519,9.90242,-0.28816,-0.41104,9.79379,-0.21615,0.06662,0.1027,0.02749,-0.11057,-0.36041,0.54,22.32,-34.68,0.083,2.402,1.685,2674,2021-02-11 21:49:49:181,260.08299999999997,0.0003768423699153428,0.4200309377849553,1.5466074971360548,171.73235851855054
54,-0.46448,-0.32801,9.92636,-0.25988,-0.38151,9.79578,-0.21615,0.06662,0.1027,0.02749,-0.11057,-0.36041,-1.08,21.9,-34.74,5.341,2.23,1.52,2724,2021-02-11 21:49:49:231,265.341,0.024778798808373678,0.4278849194189298,1.521521177755374,170.29501829452028
55,-0.46448,-0.32801,9.92636,-0.25988,-0.38151,9.79578,-0.21625,0.05123,0.09137,0.02749,-0.11057,-0.36041,-1.08,21.9,-34.74,5.341,2.23,1.52,2773,2021-02-11 21:49:49:280,265.341,0.024778798808373678,0.4355818214202248,1.521521177755374,170.29501829452028
56,-0.47166,-0.3304,9.90002,-0.25348,-0.35127,9.79708,-0.21625,0.05123,0.09137,0.02749,-0.09041,-0.14661,-1.08,21.9,-34.74,5.341,2.23,1.52,2823,2021-02-11 21:49:49:330,265.341,0.02445421876913726,0.4434358030541993,1.521521177755374,170.29501829452028
57,-0.46687,-0.31364,9.89284,-0.25348,-0.35127,9.79708,-0.22162,0.00673,0.07611,0.02749,-0.09041,-0.14661,-1.8,22.38,-33.54,7.891,2.053,1.482,2873,2021-02-11 21:49:49:380,267.891,0.03663289655588441,0.45128978468817377,1.490540129067978,168.51993495984317
58,-0.46687,-0.31364,9.89284,-0.26625,-0.32772,9.79756,-0.22162,0.00673,0.07611,0.01772,-0.04337,0.08247,-1.8,22.38,-33.54,7.891,2.053,1.482,2923,2021-02-11 21:49:49:430,267.891,0.03663289655588441,0.45914376632214826,1.490540129067978,168.51993495984317
59,-0.46687,-0.31364,9.89284,-0.26625,-0.32772,9.79756,-0.18323,0.00833,0.08594,0.01772,-0.04337,0.08247,-2.16,22.56,-33.9,7.618,1.915,1.557,2973,2021-02-11 21:49:49:480,267.618,0.035310016175372515,0.46699774795612276,1.4753426124621825,167.64918139925112
60,-0.46208,-0.31843,9.87608,-0.29928,-0.31351,9.79707,-0.18323,0.00833,0.08594,0.01772,-0.04337,0.08247,-2.16,22.56,-33.9,7.618,1.915,1.557,3023,2021-02-11 21:49:49:530,267.618,0.0356229090196962,0.47485172959009725,1.4753426124621825,167.64918139925112
61,-0.46208,-0.31843,9.87608,-0.29928,-0.31351,9.79707,-0.14796,-0.01081,0.07697,0.00611,0.01527,0.30177,-2.16,22.56,-33.9,7.618,1.915,1.557,3073,2021-02-11 21:49:49:580,267.618,0.0356229090196962,0.48270571122407174,1.4753426124621825,167.64918139925112
62,-0.4549,-0.32322,9.89045,-0.34758,-0.30245,9.79582,-0.14796,-0.01081,0.07697,0.00611,0.01527,0.30177,-1.62,23.28,-34.2,7.894,1.832,1.75,3123,2021-02-11 21:49:49:630,267.894,0.03736765113474043,0.49055969285804624,1.501320697293465,169.13761601991644
63,-0.4549,-0.32322,9.89045,-0.34758,-0.30245,9.79582,-0.0556,-0.01975,0.11727,0.00611,0.01527,0.30177,-1.62,23.28,-34.2,7.894,1.832,1.75,3174,2021-02-11 21:49:49:681,267.894,0.03736765113474043,0.49857075412470014,1.501320697293465,169.13761601991644
64,-0.44772,-0.32561,9.9096,-0.4139,-0.29355,9.79351,-0.0556,-0.01975,0.11727,-0.00611,0.07269,0.53695,-0.72,22.92,-34.08,6.323,1.715,2.42,3223,2021-02-11 21:49:49:730,266.323,0.030359860656693917,0.5062676561259952,1.5393930412575503,171.31900064522887
65,-0.44772,-0.32561,9.9096,-0.4139,-0.29355,9.79351,-0.00539,-0.04835,0.09769,-0.00611,0.07269,0.53695,-0.72,22.92,-34.08,6.323,1.715,2.42,3274,2021-02-11 21:49:49:781,266.323,0.030359860656693917,0.5142787173926491,1.5393930412575503,171.31900064522887
66,-0.43096,-0.33279,9.89524,-0.47519,-0.28525,9.79098,-0.00539,-0.04835,0.09769,-0.01038,0.09529,0.70616,-0.06,22.56,-34.02,4.284,1.667,2.779,3323,2021-02-11 21:49:49:830,264.284,0.021268482623177196,0.5219756193939441,1.568136758597455,172.96589433632244
67,-0.42138,-0.34477,9.89045,-0.47519,-0.28525,9.79098,0.10543,-0.07194,0.09893,-0.01038,0.09529,0.70616,-0.06,22.56,-34.02,4.284,1.667,2.779,3373,2021-02-11 21:49:49:880,264.284,0.02169158993066017,0.5298296010279185,1.568136758597455,172.96589433632244
